StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,cute_calm,cute_nerv,cute_happy,cute_scared,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,scary_calm,scary_nerv,scary_scared,scary_happy,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q9_First Click,Q9_Last Click,Q9_Page Submit,Q9_Click Count,order,animal
2021-01-04 07:17:04,2021-01-04 08:33:24,0,68.160.129.47,100,4579,1,2021-01-04 08:33:24,R_QfUQBNJ949ezWyB,,,,,42.5326995849609375,-71.03389739990234375,anonymous,EN,,,,,5,1,4,1,,,,,1,3,3,1,0,0,5.015,0,0,0,5.008,0,cute_scary,dog
2021-01-04 08:32:56,2021-01-04 08:33:24,0,71.184.213.167,100,28,1,2021-01-04 08:33:25,R_2f6W45pHHzbCJ7H,,,,,42.2187042236328125,-71.53510284423828125,anonymous,EN,0,0,5.01,0,5,1,5,1,0,0,2.301,0,3,1,4,2,,,,,,,,,cute_scary,cat
2021-01-04 08:30:45,2021-01-04 08:33:26,0,73.68.117.133,100,161,1,2021-01-04 08:33:26,R_3lQhmnbszSdK6FE,,,,,42.3654022216796875,-72.46710205078125,anonymous,EN,0,0,5.009,0,2,1,4,1,0,0,2.073,0,1,4,4,1,,,,,,,,,cute_scary,cat
2021-01-04 08:32:32,2021-01-04 08:33:27,0,76.28.30.44,100,54,1,2021-01-04 08:33:28,R_2R3Mlm6KF7weiXZ,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,,,,,2,1,2,1,,,,,1,2,3,1,0,0,5.007,0,0,0,5.007,0,scary_cute,dog
2021-01-04 08:32:46,2021-01-04 08:33:32,0,108.16.96.181,100,45,1,2021-01-04 08:33:33,R_3lKxUlmrw4gk9AN,,,,,39.92059326171875,-75.1826019287109375,anonymous,EN,,,,,5,1,4,1,,,,,1,3,3,1,0,0,5.009,0,0,0,2.702,0,cute_scary,dog
2021-01-04 08:32:51,2021-01-04 08:33:32,0,143.244.46.179,100,41,1,2021-01-04 08:33:33,R_1NxM8rwjvWMAM5a,,,,,40.7156982421875,-74,anonymous,EN,,,,,4,2,4,1,,,,,1,3,4,1,0,0,6.072,0,0,0,3.855,0,cute_scary,dog
2021-01-04 08:32:43,2021-01-04 08:33:33,0,103.82.4.182,100,49,1,2021-01-04 08:33:33,R_3JEI0OuIlBHxDS1,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,0,0,2.579,0,3,2,3,1,0,0,2.681,0,1,3,2,2,,,,,,,,,cute_scary,cat
2021-01-04 08:32:27,2021-01-04 08:33:33,0,96.59.201.224,100,65,1,2021-01-04 08:33:33,R_cUgo1WF8cGZ1HtT,,,,,27.4582977294921875,-82.5287017822265625,anonymous,EN,0,0,4.978,0,5,1,5,1,0,0,1.889,0,4,1,1,5,,,,,,,,,scary_cute,cat
2021-01-04 08:32:56,2021-01-04 08:33:33,0,174.63.44.223,100,36,1,2021-01-04 08:33:33,R_ZyOg9hTsRTyyGKR,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,,,,,5,1,4,1,,,,,1,3,1,1,0,0,5.126,0,0,0,5.024,0,cute_scary,dog
2021-01-04 08:32:45,2021-01-04 08:33:36,0,66.108.49.58,100,51,1,2021-01-04 08:33:36,R_2hhkrTxHXXrdetb,,,,,40.7512969970703125,-73.88300323486328125,anonymous,EN,0,0,5.119,0,2,4,3,3,0,0,5.013,0,2,5,5,2,,,,,,,,,cute_scary,cat
2021-01-04 08:32:46,2021-01-04 08:33:36,0,76.19.127.53,100,50,1,2021-01-04 08:33:37,R_29ThznSrR2xMzQZ,,,,,42.4167022705078125,-71.68289947509765625,anonymous,EN,0,0,5.11,0,5,1,5,1,0,0,5.113,0,2,3,3,2,,,,,,,,,scary_cute,cat
2021-01-04 08:32:48,2021-01-04 08:33:37,0,100.40.45.206,100,48,1,2021-01-04 08:33:37,R_Rq3qSHvLXxMjnDr,,,,,41.854705810546875,-71.473602294921875,anonymous,EN,,,,,3,1,3,1,,,,,3,1,1,3,0,0,3.925,0,0,0,5.114,0,scary_cute,dog
2021-01-04 08:32:46,2021-01-04 08:33:37,0,67.49.61.226,100,50,1,2021-01-04 08:33:37,R_1ghwGEgOMI95vYl,,,,,34.161895751953125,-116.433502197265625,anonymous,EN,0,0,2.235,0,4,1,5,1,0,0,6.742,0,2,2,1,5,,,,,,,,,scary_cute,cat
2021-01-04 08:32:33,2021-01-04 08:33:42,0,24.104.218.32,100,68,1,2021-01-04 08:33:42,R_1GE9Ift6P9FbKRE,,,,,40.60009765625,-73.74970245361328125,anonymous,EN,,,,,2,2,2,2,,,,,2,2,2,2,0,0,5.108,0,0,0,5.111,0,cute_scary,dog
2021-01-04 08:32:49,2021-01-04 08:33:43,0,24.59.210.169,100,53,1,2021-01-04 08:33:44,R_323BTFVZ9cYehjw,,,,,43.5825042724609375,-70.3513031005859375,anonymous,EN,,,,,4,1,5,1,,,,,1,5,4,1,0,0,5.111,0,0,0,5.113,0,scary_cute,dog
2021-01-04 08:32:46,2021-01-04 08:33:44,0,68.228.34.77,100,57,1,2021-01-04 08:33:44,R_1kT987PMgCOWkXy,,,,,32.2129974365234375,-110.82790374755859375,anonymous,EN,0,0,5.007,0,2,2,3,1,0,0,5.012,0,2,3,1,2,,,,,,,,,scary_cute,cat
2021-01-04 08:30:49,2021-01-04 08:33:44,0,72.69.36.124,100,174,1,2021-01-04 08:33:44,R_dgQRgbezDj9fcKB,,,,,40.994293212890625,-73.79740142822265625,anonymous,EN,0,0,1.648,0,5,1,5,1,0,0,1.615,0,1,3,3,2,,,,,,,,,scary_cute,cat
2021-01-04 08:32:46,2021-01-04 08:33:47,0,174.61.137.231,100,61,1,2021-01-04 08:33:48,R_3PFTqAZDCUI8Xt3,,,,,47.6300048828125,-122.2971954345703125,anonymous,EN,,,,,4,2,3,2,,,,,1,3,4,2,0,0,5.008,0,0,0,5.109,0,scary_cute,dog
2021-01-04 08:32:51,2021-01-04 08:33:48,0,144.121.36.211,100,57,1,2021-01-04 08:33:48,R_2fBSxfRKhbBqIaG,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,,,,,4,1,4,1,,,,,1,4,4,1,4.418,4.418,5.007,1,0,0,5.006,0,cute_scary,dog
2021-01-04 08:32:29,2021-01-04 08:33:50,0,49.214.187.203,100,81,1,2021-01-04 08:33:50,R_10POhZdFoHwwlGE,,,,,25.0478057861328125,121.53179931640625,anonymous,EN,,,,,5,1,5,1,,,,,5,1,1,1,0,0,5.01,0,0,0,5.01,0,scary_cute,dog
2021-01-04 08:32:43,2021-01-04 08:33:55,0,162.83.216.102,100,71,1,2021-01-04 08:33:55,R_7ZIuVpPFk8sKH85,,,,,41.0155029296875,-73.86350250244140625,anonymous,EN,0,0,5.112,0,4,1,2,1,0,0,5.007,0,1,1,2,1,,,,,,,,,cute_scary,cat
2021-01-04 08:32:48,2021-01-04 08:33:55,0,45.56.153.161,100,67,1,2021-01-04 08:33:55,R_UbYEbpfJontCbkJ,,,,,1.28680419921875,103.85040283203125,anonymous,EN,0,0,5.006,0,4,1,4,1,4.345,4.881,5.106,2,2,2,2,2,,,,,,,,,scary_cute,cat
2021-01-04 08:32:45,2021-01-04 08:34:00,0,144.121.36.211,100,74,1,2021-01-04 08:34:00,R_10N9KDBtlUD7gVR,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,0,0,3.502,0,5,1,5,1,0,0,3.461,0,2,1,3,2,,,,,,,,,scary_cute,cat
2021-01-04 08:33:23,2021-01-04 08:34:01,0,76.119.101.158,100,37,1,2021-01-04 08:34:01,R_1giMgIiW2KjQbIf,,,,,42.3180999755859375,-72.6920013427734375,anonymous,EN,0,0,5.01,0,4,2,5,2,0,0,4.897,0,3,3,4,3,,,,,,,,,cute_scary,cat
2021-01-04 08:32:56,2021-01-04 08:34:04,0,120.245.18.219,100,67,1,2021-01-04 08:34:04,R_QlD8JelmNsLAFWN,,,,,39.50970458984375,116.6947021484375,anonymous,EN,,,,,4,2,3,3,,,,,1,2,4,1,4.953,4.953,5.009,1,0,0,5.112,0,cute_scary,dog
2021-01-04 08:33:36,2021-01-04 08:34:06,0,71.184.213.167,100,29,1,2021-01-04 08:34:06,R_1cSxxLX7flnWx5E,,,,,42.2187042236328125,-71.53510284423828125,anonymous,EN,,,,,5,1,5,1,,,,,1,4,4,1,0,0,5.012,0,0,0,2.104,0,scary_cute,dog
2021-01-04 08:31:50,2021-01-04 08:34:09,0,173.54.218.245,100,138,1,2021-01-04 08:34:09,R_2WZMTxkNZT7d6m8,,,,,40.7476043701171875,-74.2599029541015625,anonymous,EN,0,0,3.347,0,4,1,4,1,0,0,3.182,0,4,1,1,3,,,,,,,,,scary_cute,cat
2021-01-04 08:32:48,2021-01-04 08:34:10,0,50.205.142.50,100,82,1,2021-01-04 08:34:10,R_2By3Nekgryja9JI,,,,,42.3180999755859375,-72.6920013427734375,anonymous,EN,0,0,2.286,0,3,2,4,1,0,0,2.875,0,3,2,1,3,,,,,,,,,scary_cute,cat
2021-01-04 08:32:49,2021-01-04 08:34:11,0,68.174.6.40,100,81,1,2021-01-04 08:34:11,R_Wqg1JTQeJ9MBMMp,,,,,40.8390045166015625,-73.9459991455078125,anonymous,EN,,,,,5,1,4,1,,,,,2,1,4,1,0,0,5.014,0,0,0,5.02,0,scary_cute,dog
2021-01-04 08:32:43,2021-01-04 08:34:17,0,75.58.61.228,100,93,1,2021-01-04 08:34:17,R_1LSyjNznTfegKEA,,,,,35.91119384765625,-78.9178009033203125,anonymous,EN,0,0,5.109,0,2,4,5,1,0,0,5.007,0,1,5,1,4,,,,,,,,,cute_scary,cat
2021-01-04 08:33:26,2021-01-04 08:34:20,0,149.129.37.232,100,54,1,2021-01-04 08:34:20,R_egtxp4uwplhTjd7,,,,,23.11669921875,113.25,anonymous,EN,0,0,5.008,0,2,3,5,2,0,0,5.11,0,1,4,3,1,,,,,,,,,cute_scary,cat
2021-01-04 08:32:55,2021-01-04 08:34:22,0,24.63.114.172,100,87,1,2021-01-04 08:34:23,R_Aj1YyZ9NGNeus4V,,,,,42.913299560546875,-71.06390380859375,anonymous,EN,,,,,2,1,5,1,,,,,1,3,3,1,0,0,5.019,0,0,0,5.024,0,cute_scary,dog
2021-01-04 08:33:52,2021-01-04 08:34:26,0,73.191.23.163,100,34,1,2021-01-04 08:34:27,R_z7ODoxu3wKofLEZ,,,,,38.8155059814453125,-77.1204986572265625,anonymous,EN,0,0,1.891,0,4,2,2,1,0,0,3.824,0,1,2,3,1,,,,,,,,,scary_cute,cat
2021-01-04 08:33:35,2021-01-04 08:34:30,0,144.121.36.211,100,54,1,2021-01-04 08:34:30,R_2SxeU14FVXjCynk,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,,,,,3,1,2,1,,,,,1,4,3,1,0,0,5.007,0,0,0,5.109,0,scary_cute,dog
2021-01-04 08:33:19,2021-01-04 08:34:31,0,121.206.178.124,100,71,1,2021-01-04 08:34:31,R_DCDbxAsEohhrwAx,,,,,24.780303955078125,116.789398193359375,anonymous,EN,,,,,5,1,5,1,,,,,2,4,3,1,0,0,5.006,0,0,0,5.008,0,scary_cute,dog
2021-01-04 08:32:47,2021-01-04 08:34:35,0,144.121.36.210,100,108,1,2021-01-04 08:34:35,R_5AzvTolwhqEm8z7,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,,,,,3,1,5,1,,,,,3,3,4,1,0,0,5.007,0,0,0,5.019,0,scary_cute,dog
2021-01-04 08:32:48,2021-01-04 08:34:45,0,165.165.156.122,100,116,1,2021-01-04 08:34:45,R_1IFQ78VIZoTM5SJ,,,,,-26.23089599609375,28.0583038330078125,anonymous,EN,,,,,4,1,5,1,,,,,1,4,4,1,0,0,5.008,0,0,0,5.111,0,scary_cute,dog
2021-01-04 08:32:24,2021-01-04 08:35:01,0,67.180.15.223,100,156,1,2021-01-04 08:35:01,R_2OUrib8hIHqdwmU,,,,,37.4445953369140625,-122.183502197265625,anonymous,EN,0,0,5.108,0,3,2,3,1,0,0,5.108,0,1,2,2,1,,,,,,,,,cute_scary,cat
2021-01-04 08:32:57,2021-01-04 08:35:26,0,71.232.12.99,100,148,1,2021-01-04 08:35:26,R_30pXFcyOASaEzOk,,,,,42.37969970703125,-71.10340118408203125,anonymous,EN,,,,,5,1,5,1,,,,,3,4,3,2,0,0,5.01,0,0,0,3.249,0,cute_scary,dog
2021-01-04 08:37:15,2021-01-04 08:38:08,0,73.164.122.133,100,53,1,2021-01-04 08:38:09,R_2X5knz1pWiMLYEh,,,,,44.805999755859375,-93.140899658203125,anonymous,EN,,,,,5,1,5,1,,,,,1,5,4,1,0,0,2.631,0,0,0,4.09,0,scary_cute,dog
2021-01-04 08:32:39,2021-01-04 08:41:52,0,71.192.38.136,100,552,1,2021-01-04 08:41:52,R_1laZB7njHPt4nf0,,,,,42.3180999755859375,-72.6920013427734375,anonymous,EN,0,0,5.008,0,4,1,4,1,0,0,6.861,0,4,1,1,3,,,,,,,,,cute_scary,cat
2021-01-04 08:42:06,2021-01-04 08:42:39,0,71.192.38.136,100,33,1,2021-01-04 08:42:39,R_1mDvNAwjy9GNrDa,,,,,42.3180999755859375,-72.6920013427734375,anonymous,EN,,,,,5,1,4,1,,,,,1,4,4,1,0,0,1.784,0,0,0,1.426,0,cute_scary,dog
2021-01-04 09:34:54,2021-01-04 09:35:50,0,67.230.170.20,100,55,1,2021-01-04 09:35:50,R_22IWFdGH8sE0lRK,,,,,34.0583953857421875,-118.2779998779296875,anonymous,EN,,,,,5,1,5,1,,,,,2,3,3,3,9.167,9.167,9.63,1,0,0,5.009,0,cute_scary,dog
2021-01-04 11:22:44,2021-01-04 11:23:39,0,144.121.36.211,100,54,1,2021-01-04 11:23:39,R_1I6R4cqgIo0Sk9i,,,,,42.325103759765625,-72.62760162353515625,anonymous,EN,0,0,3.743,0,5,2,3,2,0,0,2.748,0,2,4,4,2,,,,,,,,,scary_cute,cat
2021-01-04 14:11:15,2021-01-04 14:12:55,0,69.138.251.26,100,99,1,2021-01-04 14:12:55,R_3iljVZgCeTf0RTP,,,,,39.3529052734375,-76.57430267333984375,anonymous,EN,,,,,4,1,4,1,,,,,1,4,4,1,0,0,5.009,0,0,0,5.114,0,scary_cute,dog
2021-01-04 14:18:11,2021-01-04 14:19:13,0,174.63.120.88,100,62,1,2021-01-04 14:19:13,R_AoB9qHhkGVz5OpP,,,,,42.3654022216796875,-72.46710205078125,anonymous,EN,,,,,3,3,3,2,,,,,1,5,5,1,0,0,6.223,0,0,0,1.445,0,cute_scary,dog
2021-01-03 20:50:02,2021-01-04 17:57:38,0,24.198.141.252,100,76055,1,2021-01-04 17:57:38,R_1hB8A5nwRyWgPCY,,,,,43.727203369140625,-71.394500732421875,anonymous,EN,0,0,5.025,0,3,1,3,1,0,0,5.014,0,2,3,4,2,,,,,,,,,cute_scary,cat
2021-01-04 20:12:14,2021-01-04 20:14:20,0,184.88.233.41,100,126,1,2021-01-04 20:14:21,R_8dnJpZ3izWHm4AF,,,,,28.529998779296875,-81.4806976318359375,anonymous,EN,0,0,6.174,0,4,4,4,1,0,0,5.01,0,3,3,1,3,,,,,,,,,cute_scary,cat
2021-01-04 17:38:23,2021-01-05 07:37:52,0,197.238.93.4,100,50368,1,2021-01-05 07:37:52,R_2QDm9XqweKNTVuR,,,,,35.6781005859375,10.0962982177734375,anonymous,EN,0,0,5.009,0,2,4,3,1,0,0,7.547,0,2,4,1,2,,,,,,,,,scary_cute,cat
2021-01-05 07:09:05,2021-01-05 07:38:02,0,98.217.174.111,100,1736,1,2021-01-05 07:38:02,R_1ikxHTZD3Yf0pIZ,,,,,41.6721038818359375,-70.19409942626953125,anonymous,EN,0,0,1.923,0,1,1,2,1,0,0,1.833,0,1,1,2,1,,,,,,,,,scary_cute,cat
2021-01-05 07:38:02,2021-01-05 07:38:54,0,202.51.89.86,100,52,1,2021-01-05 07:38:55,R_27v4q8aw5leGLNe,,,,,27.714202880859375,85.31451416015625,anonymous,EN,,,,,3,1,3,1,,,,,1,2,2,1,0,0,5.009,0,0,0,5.007,0,cute_scary,dog
2021-01-05 07:43:51,2021-01-05 07:44:15,0,24.60.26.34,100,24,1,2021-01-05 07:44:15,R_3kd00AVn85SBHyH,,,,,42.0507965087890625,-72.56719970703125,anonymous,EN,0,0,1.808,0,5,1,5,1,0,0,2.13,0,3,1,1,3,,,,,,,,,scary_cute,cat
