StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,cute_calm,cute_nerv,cute_happy,cute_scared,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,scary_calm,scary_nerv,scary_scared,scary_happy,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q9_First Click,Q9_Last Click,Q9_Page Submit,Q9_Click Count,order,animal
2021-09-02 09:51:42,2021-09-02 09:53:23,0,144.121.36.209,100,101,1,2021-09-02 09:53:23,R_3lxXYzfp4FZWP7M,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,4.201,0,5,3,3,3,0,0,2.287,0,3,3,3,3,,,,,,,,,cute_scary,cat
2021-09-02 09:52:32,2021-09-02 09:53:24,0,144.121.36.210,100,51,1,2021-09-02 09:53:24,R_21HAJFfvmqTuz3s,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,3,1,3,1,,,,,2,3,3,2,0,0,5.009,0,0,0,4.035,0,cute_scary,dog
2021-09-02 09:52:21,2021-09-02 09:53:24,0,144.121.36.212,100,62,1,2021-09-02 09:53:24,R_2c6plaTMqtt0lDs,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,5,1,4,1,,,,,3,2,3,1,0,0,1.691,0,0,0,4.332,0,cute_scary,dog
2021-09-02 09:52:24,2021-09-02 09:53:25,0,144.121.36.209,100,60,1,2021-09-02 09:53:26,R_1Loo6E0RGJjkDsS,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,5,1,5,1,,,,,1,3,4,1,0,0,2.528,0,0,0,3.335,0,scary_cute,dog
2021-09-02 09:52:40,2021-09-02 09:53:26,0,144.121.36.210,100,45,1,2021-09-02 09:53:26,R_3Dxn33rZkeMXYYh,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,4,1,5,1,,,,,1,1,1,1,0,0,2.029,0,0,0,2.975,0,scary_cute,dog
2021-09-02 09:52:35,2021-09-02 09:53:26,0,144.121.36.212,100,50,1,2021-09-02 09:53:26,R_CdyTqjpozhi6dfb,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,3,1,4,1,,,,,2,2,1,2,0,0,5.008,0,0,0,5.006,0,cute_scary,dog
2021-09-02 09:52:23,2021-09-02 09:53:28,0,144.121.36.212,100,64,1,2021-09-02 09:53:28,R_2XjGlDXF9SOEZxa,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,3,4,3,4,,,,,2,4,4,3,0,0,4.257,0,0,0,3.176,0,cute_scary,dog
2021-09-02 09:52:34,2021-09-02 09:53:29,0,144.121.36.209,100,54,1,2021-09-02 09:53:30,R_2CrAUHvXkeIDTdT,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,5.009,0,3,1,5,1,0,0,5.007,0,1,1,1,4,,,,,,,,,cute_scary,cat
2021-09-02 09:52:21,2021-09-02 09:53:32,0,144.121.36.209,100,70,1,2021-09-02 09:53:32,R_Rm1WopUiHZ4lp5v,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,4,1,3,1,,,,,2,2,3,1,0,0,5.009,0,0,0,5.007,0,cute_scary,dog
2021-09-02 09:52:40,2021-09-02 09:53:32,0,144.121.36.209,100,52,1,2021-09-02 09:53:32,R_3UlagxfDxuSCx7b,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,4,1,3,1,,,,,3,2,2,1,0,0,2.711,0,0,0,5.012,0,scary_cute,dog
2021-09-02 09:52:35,2021-09-02 09:53:32,0,144.121.36.212,100,57,1,2021-09-02 09:53:33,R_33s5TMYTQGMxOgK,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,5.013,0,5,2,5,1,0,0,4.189,0,5,2,1,5,,,,,,,,,cute_scary,cat
2021-09-02 09:52:04,2021-09-02 09:53:34,0,144.121.36.209,100,90,1,2021-09-02 09:53:35,R_RJq9yTrFGK8vbix,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,5.112,0,5,1,3,1,0,0,5.016,0,2,3,1,1,,,,,,,,,scary_cute,cat
2021-09-02 09:52:35,2021-09-02 09:53:35,0,144.121.36.211,100,60,1,2021-09-02 09:53:35,R_2cwqdGnjV5FjHLy,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,4.042,4.042,4.071,1,5,1,4,1,0,0,2.585,0,4,1,2,3,,,,,,,,,cute_scary,cat
2021-09-02 09:52:51,2021-09-02 09:53:36,0,144.121.36.212,100,44,1,2021-09-02 09:53:36,R_2OPjp5bMgVOuzIZ,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,1.474,0,5,1,5,1,0,0,2.326,0,2,1,2,1,,,,,,,,,scary_cute,cat
2021-09-02 09:52:44,2021-09-02 09:53:35,0,144.121.36.212,100,51,1,2021-09-02 09:53:36,R_p0iI3XHLiZqQPu1,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,2,2,5,1,,,,,5,5,2,3,0,0,2.449,0,0,0,5.02,0,scary_cute,dog
2021-09-02 09:52:36,2021-09-02 09:53:36,0,144.121.36.212,100,60,1,2021-09-02 09:53:37,R_3LbCfMTD7WTlZ8f,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,5,1,5,1,,,,,5,1,1,1,0,0,3.091,0,0,0,2.539,0,cute_scary,dog
2021-09-02 09:52:38,2021-09-02 09:53:37,0,144.121.36.211,100,58,1,2021-09-02 09:53:37,R_295ObFNphMIAlqe,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,5.011,0,5,1,5,1,0,0,5.018,0,3,2,1,4,,,,,,,,,cute_scary,cat
2021-09-02 09:52:52,2021-09-02 09:53:36,0,144.121.36.210,100,44,1,2021-09-02 09:53:37,R_1li3DhEJMDU4jRd,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,2.205,0,4,1,5,1,0,0,4.086,0,4,2,1,2,,,,,,,,,scary_cute,cat
2021-09-02 09:52:23,2021-09-02 09:53:37,0,144.121.36.212,100,73,1,2021-09-02 09:53:37,R_es5bpk15mZCeNKV,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,3.811,0,5,1,5,1,0,0,4.598,0,1,1,1,2,,,,,,,,,scary_cute,cat
2021-09-02 09:52:49,2021-09-02 09:53:37,0,144.121.36.210,100,48,1,2021-09-02 09:53:38,R_3I0HF8qwwLNXrnz,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,5.008,0,2,1,5,1,0,0,5.121,0,2,1,1,4,,,,,,,,,scary_cute,cat
2021-09-02 09:52:55,2021-09-02 09:53:37,0,144.121.36.212,100,42,1,2021-09-02 09:53:38,R_30050zYAibVwDr6,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,2.218,0,5,1,4,1,0,0,1.99,0,1,4,4,1,,,,,,,,,cute_scary,cat
2021-09-02 09:52:14,2021-09-02 09:53:41,0,144.121.36.211,100,86,1,2021-09-02 09:53:42,R_3JYVsExiM6S2EpP,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,4,3,2,4,,,,,3,5,4,1,2.251,3.164,3.179,2,0,0,2.61,0,scary_cute,dog
2021-09-02 09:52:04,2021-09-02 09:53:42,0,144.121.36.209,100,97,1,2021-09-02 09:53:42,R_27jqMViE63XUeOl,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,2.559,0,4,1,3,1,0,0,5.011,0,3,2,3,4,,,,,,,,,scary_cute,cat
2021-09-02 09:51:43,2021-09-02 09:53:44,0,144.121.36.209,100,121,1,2021-09-02 09:53:44,R_3MFCdfyXcEl8S1K,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,3,1,4,2,,,,,4,3,4,3,0,0,5.01,0,0,0,5.011,0,scary_cute,dog
2021-09-02 09:52:41,2021-09-02 09:53:45,0,144.121.36.210,100,64,1,2021-09-02 09:53:46,R_1ruCdc3O82yuLE4,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,5,3,1,3,,,,,1,5,4,1,0,0,5.007,0,0,0,5.014,0,scary_cute,dog
2021-09-02 09:52:06,2021-09-02 09:53:45,0,144.121.36.211,100,99,1,2021-09-02 09:53:46,R_3EMgLVzXHn090EB,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,5.011,0,5,1,5,1,0,0,5.112,0,5,1,1,3,,,,,,,,,cute_scary,cat
2021-09-02 09:52:08,2021-09-02 09:53:50,0,144.121.36.211,100,102,1,2021-09-02 09:53:50,R_3gbnhrjxPQcwk2B,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,5.112,0,4,1,5,1,0,0,5.119,0,1,5,4,1,,,,,,,,,cute_scary,cat
2021-09-02 09:52:36,2021-09-02 09:53:51,0,144.121.36.211,100,74,1,2021-09-02 09:53:51,R_SHtBBJyzbcACiqd,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,5,1,5,1,,,,,3,1,1,3,0,0,5.008,0,0,0,5.007,0,cute_scary,dog
2021-09-02 09:52:40,2021-09-02 09:53:51,0,144.121.36.209,100,71,1,2021-09-02 09:53:52,R_3OdBXfS5N3HrECi,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,3,1,4,1,,,,,3,3,3,2,0,0,5.105,0,0,0,5.007,0,scary_cute,dog
2021-09-02 09:51:37,2021-09-02 09:53:52,0,144.121.36.211,100,134,1,2021-09-02 09:53:52,R_3erVpZD8pvpTUDV,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,5.009,0,5,1,5,1,6.668,7.473,9.376,2,2,3,2,1,,,,,,,,,scary_cute,cat
2021-09-02 09:52:25,2021-09-02 09:53:53,0,144.121.36.212,100,87,1,2021-09-02 09:53:53,R_Q9Xq4JJkNcNSNPP,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,5.026,0,5,1,4,1,0,0,5.109,0,4,1,2,1,,,,,,,,,scary_cute,cat
2021-09-02 09:52:44,2021-09-02 09:53:56,0,144.121.36.211,100,72,1,2021-09-02 09:53:57,R_SNJWjNNX57QOo6d,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,3.22,0,2,4,3,1,0,0,5.011,0,3,4,2,2,,,,,,,,,scary_cute,cat
2021-09-02 09:51:46,2021-09-02 09:53:57,0,144.121.36.211,100,131,1,2021-09-02 09:53:57,R_3nrsK0oXimkJy6Q,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,5,1,5,1,,,,,3,3,3,3,0,0,5.113,0,0,0,1.828,0,cute_scary,dog
2021-09-02 09:52:25,2021-09-02 09:54:01,0,144.121.36.210,100,95,1,2021-09-02 09:54:01,R_ZrRxDdlLTk4WiVH,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,2.197,0,4,1,4,1,0,0,5.009,0,1,3,3,2,,,,,,,,,scary_cute,cat
2021-09-02 09:52:34,2021-09-02 09:54:03,0,144.121.36.212,100,88,1,2021-09-02 09:54:03,R_094L2haIQbiCN0t,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,0,0,5.013,0,5,1,3,1,0,0,5.007,0,4,1,1,3,,,,,,,,,cute_scary,cat
2021-09-02 09:52:31,2021-09-02 09:55:26,0,144.121.36.211,100,174,1,2021-09-02 09:55:27,R_3FIlv6hEKdkXbvV,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,,,,,,,,,,,,,,,,,0,0,1.049,0,0,0,8.008,0,scary_cute,dog
2021-09-02 09:55:39,2021-09-02 09:56:11,0,144.121.36.211,100,31,1,2021-09-02 09:56:11,R_RDiQ8icgHqyYRMZ,,,,,42.318206787109375,-72.64189910888671875,anonymous,EN,1.421,1.421,1.739,1,5,1,5,1,0,0,1.828,0,1,1,5,1,,,,,,,,,scary_cute,cat
